,hotel_name,reviews,label,reviews_fixed,tokenized_reviews,stop_words_removed,stop_words_removed_lemmatized,stop_words_removed_stemmed
3042,seattle-hotel-100562-review-46.json_2,"so it was wonderful for just drive up, have valet take car, bel-hop grab bags and be in room, with bags, in less than five minutes.",0,so it was wonderful for just drive up have valet take car bel hop grab bags and be in room with bags in less than five minutes,"['so', 'it', 'was', 'wonderful', 'for', 'just', 'drive', 'up', 'have', 'valet', 'take', 'car', 'bel', 'hop', 'grab', 'bags', 'and', 'be', 'in', 'room', 'with', 'bags', 'in', 'less', 'than', 'five', 'minutes']","['wonderful', 'drive', 'valet', 'take', 'car', 'bel', 'hop', 'grab', 'bags', 'room', 'bags', 'less', 'five', 'minutes']","['wonderful', 'drive', 'valet', 'take', 'car', 'bel', 'hop', 'grab', 'bag', 'room', 'bag', 'less', 'five', 'minute']","['wonder', 'drive', 'valet', 'take', 'car', 'bel', 'hop', 'grab', 'bag', 'room', 'bag', 'less', 'five', 'minut']"
3043,seattle-hotel-100562-review-46.json_3,"Room is ok -not great,",0,Room is ok not great,"['room', 'is', 'ok', 'not', 'great']","['room', 'ok', 'great']","['room', 'ok', 'great']","['room', 'ok', 'great']"
3044,seattle-hotel-100562-review-46.json_4,bed was good.,0,bed was good,"['bed', 'was', 'good']","['bed', 'good']","['bed', 'good']","['bed', 'good']"
3045,seattle-hotel-100562-review-46.json_5,"Location is close to all shopping,",0,Location is close to all shopping,"['location', 'is', 'close', 'to', 'all', 'shopping']","['location', 'close', 'shopping']","['location', 'close', 'shopping']","['locat', 'close', 'shop']"
3046,seattle-hotel-100562-review-46.json_6,Pike Place etc. We parked the car and walked/took bus/cab all around Seattle.,0,Pike Place etc We parked the car and walked took bus cab all around Seattle,"['pike', 'place', 'etc', 'we', 'parked', 'the', 'car', 'and', 'walked', 'took', 'bus', 'cab', 'all', 'around', 'seattle']","['pike', 'place', 'etc', 'parked', 'car', 'walked', 'took', 'bus', 'cab', 'around', 'seattle']","['pike', 'place', 'etc', 'park', 'car', 'walk', 'take', 'bus', 'cab', 'around', 'seattle']","['pike', 'place', 'etc', 'park', 'car', 'walk', 'took', 'bu', 'cab', 'around', 'seattl']"
3047,seattle-hotel-100562-review-46.json_7,Also enjoyed fitness room and pool on top floor- Step-master while enjoying view of downtown with bay in distance...,0,Also enjoyed fitness room and pool on top floor Step master while enjoying view of downtown with bay in distance,"['also', 'enjoyed', 'fitness', 'room', 'and', 'pool', 'on', 'top', 'floor', 'step', 'master', 'while', 'enjoying', 'view', 'of', 'downtown', 'with', 'bay', 'in', 'distance']","['also', 'enjoyed', 'fitness', 'room', 'pool', 'top', 'floor', 'step', 'master', 'enjoying', 'view', 'downtown', 'bay', 'distance']","['also', 'enjoy', 'fitness', 'room', 'pool', 'top', 'floor', 'step', 'master', 'enjoy', 'view', 'downtown', 'bay', 'distance']","['also', 'enjoy', 'fit', 'room', 'pool', 'top', 'floor', 'step', 'master', 'enjoy', 'view', 'downtown', 'bay', 'distanc']"
3048,seattle-hotel-100562-review-47.json_0,I am very particular,0,am very particular,"['am', 'very', 'particular']",['particular'],['particular'],['particular']
3049,seattle-hotel-100562-review-47.json_1,and I was very happy with our choice to stay at the Sheraton.,0,and was very happy with our choice to stay at the Sheraton,"['and', 'was', 'very', 'happy', 'with', 'our', 'choice', 'to', 'stay', 'at', 'the', 'sheraton']","['happy', 'choice', 'stay', 'sheraton']","['happy', 'choice', 'stay', 'sheraton']","['happi', 'choic', 'stay', 'sheraton']"
3050,seattle-hotel-100562-review-47.json_2,Since I was working remotely,0,Since was working remotely,"['since', 'was', 'working', 'remotely']","['since', 'working', 'remotely']","['since', 'work', 'remotely']","['sinc', 'work', 'remot']"
3051,seattle-hotel-100562-review-47.json_3,while my husband was attending a convention we upgraded to a club room with a desk.,0,while my husband was attending convention we upgraded to club room with desk,"['while', 'my', 'husband', 'was', 'attending', 'convention', 'we', 'upgraded', 'to', 'club', 'room', 'with', 'desk']","['husband', 'attending', 'convention', 'upgraded', 'club', 'room', 'desk']","['husband', 'attend', 'convention', 'upgrade', 'club', 'room', 'desk']","['husband', 'attend', 'convent', 'upgrad', 'club', 'room', 'desk']"
3052,seattle-hotel-100562-review-47.json_4,This gave us access to a great continental breakfast and evening munchies.,0,This gave us access to great continental breakfast and evening munchies,"['this', 'gave', 'us', 'access', 'to', 'great', 'continental', 'breakfast', 'and', 'evening', 'munchies']","['gave', 'us', 'access', 'great', 'continental', 'breakfast', 'evening', 'munchies']","['give', 'us', 'access', 'great', 'continental', 'breakfast', 'evening', 'munchies']","['gave', 'us', 'access', 'great', 'continent', 'breakfast', 'even', 'munchi']"
3053,seattle-hotel-100562-review-47.json_5,"The staff was very friendly,",0,The staff was very friendly,"['the', 'staff', 'was', 'very', 'friendly']","['staff', 'friendly']","['staff', 'friendly']","['staff', 'friendli']"
3054,seattle-hotel-100562-review-47.json_6,the beds were comfortable,0,the beds we are comfortable,"['the', 'beds', 'we', 'are', 'comfortable']","['beds', 'comfortable']","['bed', 'comfortable']","['bed', 'comfort']"
3055,seattle-hotel-100562-review-47.json_7,and the room was very clean.,0,and the room was very clean,"['and', 'the', 'room', 'was', 'very', 'clean']","['room', 'clean']","['room', 'clean']","['room', 'clean']"
3056,seattle-hotel-100562-review-47.json_8,We walked all over town from here.,0,We walked all over town from here,"['we', 'walked', 'all', 'over', 'town', 'from', 'here']","['walked', 'town']","['walk', 'town']","['walk', 'town']"
3057,seattle-hotel-100562-review-47.json_9,Avoid the double decker Gray Line tour.,1,Avoid the double decker Gray Line tour,"['avoid', 'the', 'double', 'decker', 'gray', 'line', 'tour']","['avoid', 'double', 'decker', 'gray', 'line', 'tour']","['avoid', 'double', 'decker', 'gray', 'line', 'tour']","['avoid', 'doubl', 'decker', 'gray', 'line', 'tour']"
3058,seattle-hotel-100562-review-47.json_10,"Dinner at the Space Needle as the sunset was a splurge, but well worth it.",0,Dinner at the Space Needle as the sunset was splurge but we will worth it,"['dinner', 'at', 'the', 'space', 'needle', 'as', 'the', 'sunset', 'was', 'splurge', 'but', 'we', 'will', 'worth', 'it']","['dinner', 'space', 'needle', 'sunset', 'splurge', 'worth']","['dinner', 'space', 'needle', 'sunset', 'splurge', 'worth']","['dinner', 'space', 'needl', 'sunset', 'splurg', 'worth']"
3059,seattle-hotel-100562-review-47.json_11,"Wild Ginger, McCormick and Schmicks, Top pot donuts, and skating along the sound helped to make it a great working vacation.",0,Wild Ginger McCormick and Schmicks Top pot donuts and skating along the sound helped to make it great working vacation,"['wild', 'ginger', 'mccormick', 'and', 'schmicks', 'top', 'pot', 'donuts', 'and', 'skating', 'along', 'the', 'sound', 'helped', 'to', 'make', 'it', 'great', 'working', 'vacation']","['wild', 'ginger', 'mccormick', 'schmicks', 'top', 'pot', 'donuts', 'skating', 'along', 'sound', 'helped', 'make', 'great', 'working', 'vacation']","['wild', 'ginger', 'mccormick', 'schmicks', 'top', 'pot', 'donut', 'skate', 'along', 'sound', 'help', 'make', 'great', 'working', 'vacation']","['wild', 'ginger', 'mccormick', 'schmick', 'top', 'pot', 'donut', 'skate', 'along', 'sound', 'help', 'make', 'great', 'work', 'vacat']"
3060,seattle-hotel-100562-review-47.json_12,I lived in Center City Philadelphia for 10 years and was still shocked by the number of homeless people in Seattle.,0,lived in Center City Philadelphia for 10 years and was still shocked by the number of homeless people in Seattle,"['lived', 'in', 'center', 'city', 'philadelphia', 'for', '10', 'years', 'and', 'was', 'still', 'shocked', 'by', 'the', 'number', 'of', 'homeless', 'people', 'in', 'seattle']","['lived', 'center', 'city', 'philadelphia', '10', 'years', 'still', 'shocked', 'number', 'homeless', 'people', 'seattle']","['lived', 'center', 'city', 'philadelphia', '10', 'year', 'still', 'shock', 'number', 'homeless', 'people', 'seattle']","['live', 'center', 'citi', 'philadelphia', '10', 'year', 'still', 'shock', 'number', 'homeless', 'peopl', 'seattl']"
3061,seattle-hotel-100562-review-48.json_0,My husband was attending a conference at the hotel,0,My husband was attending conference at the hotel,"['my', 'husband', 'was', 'attending', 'conference', 'at', 'the', 'hotel']","['husband', 'attending', 'conference', 'hotel']","['husband', 'attend', 'conference', 'hotel']","['husband', 'attend', 'confer', 'hotel']"
3062,seattle-hotel-100562-review-48.json_1,and we chose to stay directly at the hotel for the latter part of the conference.,0,and we chose to stay directly at the hotel for the latter part of the conference,"['and', 'we', 'chose', 'to', 'stay', 'directly', 'at', 'the', 'hotel', 'for', 'the', 'latter', 'part', 'of', 'the', 'conference']","['chose', 'stay', 'directly', 'hotel', 'latter', 'part', 'conference']","['chose', 'stay', 'directly', 'hotel', 'latter', 'part', 'conference']","['chose', 'stay', 'directli', 'hotel', 'latter', 'part', 'confer']"
3063,seattle-hotel-100562-review-48.json_2,The first few days we spent at the Alexis which was absolutely gorgeous.,0,The first few days we spent at the Alexis which was absolutely gorgeous,"['the', 'first', 'few', 'days', 'we', 'spent', 'at', 'the', 'alexis', 'which', 'was', 'absolutely', 'gorgeous']","['first', 'days', 'spent', 'alexis', 'absolutely', 'gorgeous']","['first', 'day', 'spend', 'alexis', 'absolutely', 'gorgeous']","['first', 'day', 'spent', 'alexi', 'absolut', 'gorgeou']"
3064,seattle-hotel-100562-review-48.json_3,"Even though we booked directly through the Sheraton's website,",0,Even though we booked directly through the Sheraton website,"['even', 'though', 'we', 'booked', 'directly', 'through', 'the', 'sheraton', 'website']","['even', 'though', 'booked', 'directly', 'sheraton', 'website']","['even', 'though', 'book', 'directly', 'sheraton', 'website']","['even', 'though', 'book', 'directli', 'sheraton', 'websit']"
3065,seattle-hotel-100562-review-48.json_4,they were unable to accommodate us with a room in the newly refurbished section of the hotel unless we chose a room with only double beds.,0,they we are unable to accommodate us with room in the newly refurbished section of the hotel unless we chose room with only double beds,"['they', 'we', 'are', 'unable', 'to', 'accommodate', 'us', 'with', 'room', 'in', 'the', 'newly', 'refurbished', 'section', 'of', 'the', 'hotel', 'unless', 'we', 'chose', 'room', 'with', 'only', 'double', 'beds']","['unable', 'accommodate', 'us', 'room', 'newly', 'refurbished', 'section', 'hotel', 'unless', 'chose', 'room', 'double', 'beds']","['unable', 'accommodate', 'us', 'room', 'newly', 'refurbish', 'section', 'hotel', 'unless', 'chose', 'room', 'double', 'bed']","['unabl', 'accommod', 'us', 'room', 'newli', 'refurbish', 'section', 'hotel', 'unless', 'chose', 'room', 'doubl', 'bed']"
3066,seattle-hotel-100562-review-48.json_5,"Although the room was good sized,",0,Although the room was good sized,"['although', 'the', 'room', 'was', 'good', 'sized']","['although', 'room', 'good', 'sized']","['although', 'room', 'good', 'sized']","['although', 'room', 'good', 'size']"
3067,seattle-hotel-100562-review-48.json_6,it was very drab.,0,it was very drab,"['it', 'was', 'very', 'drab']",['drab'],['drab'],['drab']
3068,seattle-hotel-100562-review-48.json_7,"The bathroom was cramped compared to what the Alexis offered,",0,The bathroom was cramped compared to what the Alexis offered,"['the', 'bathroom', 'was', 'cramped', 'compared', 'to', 'what', 'the', 'alexis', 'offered']","['bathroom', 'cramped', 'compared', 'alexis', 'offered']","['bathroom', 'cramp', 'compare', 'alexis', 'offer']","['bathroom', 'cramp', 'compar', 'alexi', 'offer']"
3069,seattle-hotel-100562-review-48.json_8,and the toiletries provided were way too perfumey.,0,and the toiletries provided we are way too perfumey,"['and', 'the', 'toiletries', 'provided', 'we', 'are', 'way', 'too', 'perfumey']","['toiletries', 'provided', 'way', 'perfumey']","['toiletry', 'provide', 'way', 'perfumey']","['toiletri', 'provid', 'way', 'perfumey']"
3070,seattle-hotel-100562-review-48.json_9,"What can I say, a simple pleasure of mine is to enjoy the lotions, etc. that the hotel provides.",0,What can say simple pleasure of mine is to enjoy the lotions etc that the hotel provides,"['what', 'can', 'say', 'simple', 'pleasure', 'of', 'mine', 'is', 'to', 'enjoy', 'the', 'lotions', 'etc', 'that', 'the', 'hotel', 'provides']","['say', 'simple', 'pleasure', 'mine', 'enjoy', 'lotions', 'etc', 'hotel', 'provides']","['say', 'simple', 'pleasure', 'mine', 'enjoy', 'lotion', 'etc', 'hotel', 'provide']","['say', 'simpl', 'pleasur', 'mine', 'enjoy', 'lotion', 'etc', 'hotel', 'provid']"
3071,seattle-hotel-100562-review-48.json_10,"On a positive note, the bed was very comfortable",0,On positive note the bed was very comfortable,"['on', 'positive', 'note', 'the', 'bed', 'was', 'very', 'comfortable']","['positive', 'note', 'bed', 'comfortable']","['positive', 'note', 'bed', 'comfortable']","['posit', 'note', 'bed', 'comfort']"
3072,seattle-hotel-100562-review-48.json_11,and the heater noise was minimal.,0,and the heater noise was minimal,"['and', 'the', 'heater', 'noise', 'was', 'minimal']","['heater', 'noise', 'minimal']","['heater', 'noise', 'minimal']","['heater', 'nois', 'minim']"
3073,seattle-hotel-100562-review-48.json_12,The front desk staff was also very nice.,0,The front desk staff was also very nice,"['the', 'front', 'desk', 'staff', 'was', 'also', 'very', 'nice']","['front', 'desk', 'staff', 'also', 'nice']","['front', 'desk', 'staff', 'also', 'nice']","['front', 'desk', 'staff', 'also', 'nice']"
3074,seattle-hotel-100562-review-48.json_13,They nickel and dime you though.,0,They nickel and dime you though,"['they', 'nickel', 'and', 'dime', 'you', 'though']","['nickel', 'dime', 'though']","['nickel', 'dime', 'though']","['nickel', 'dime', 'though']"
3075,seattle-hotel-100562-review-48.json_14,$12/day including tax for internet?,0,12 day including tax for internet,"['12', 'day', 'including', 'tax', 'for', 'internet']","['12', 'day', 'including', 'tax', 'internet']","['12', 'day', 'include', 'tax', 'internet']","['12', 'day', 'includ', 'tax', 'internet']"
3076,seattle-hotel-100562-review-48.json_15,Give me a break.,0,Give me break,"['give', 'me', 'break']","['give', 'break']","['give', 'break']","['give', 'break']"
3077,seattle-hotel-100562-review-48.json_16,"I was spoiled by the room and amenities at the Alexis,",0,was spoiled by the room and amenities at the Alexis,"['was', 'spoiled', 'by', 'the', 'room', 'and', 'amenities', 'at', 'the', 'alexis']","['spoiled', 'room', 'amenities', 'alexis']","['spoiled', 'room', 'amenity', 'alexis']","['spoil', 'room', 'amen', 'alexi']"
3078,seattle-hotel-100562-review-48.json_17,and that's the only place I'll stay next time.,0,and that is the only place will stay next time,"['and', 'that', 'is', 'the', 'only', 'place', 'will', 'stay', 'next', 'time']","['place', 'stay', 'next', 'time']","['place', 'stay', 'next', 'time']","['place', 'stay', 'next', 'time']"
3079,seattle-hotel-100562-review-5.json_0,"The room was large, nothing special about the bathroom,",0,The room was large nothing special about the bathroom,"['the', 'room', 'was', 'large', 'nothing', 'special', 'about', 'the', 'bathroom']","['room', 'large', 'nothing', 'special', 'bathroom']","['room', 'large', 'nothing', 'special', 'bathroom']","['room', 'larg', 'noth', 'special', 'bathroom']"
